,producto,precio,cantidad,medida,cantidad_
3279,MAHOU cerveza cLasica pack 6 boteLLas 25 cL,2.89,1.497,L,1.497
3280,MAHOU cerveza cLasica Lata 33 cL,0.59,0.33,L,0.33
3281,COCA COLA cLasica boteLLa 50 cL,1.35,0.5,L,0.5
3282,DIA refresco sin gas de manzana boteLLa 1.5 Lt,0.85,1.491,L,1.491
3283,DISFRUTA nectar Light pera pina envase 2 Lt,2.65,1.992,L,1.992
3284,DISFRUTA nectar Light 10 frutas con 10 vitaminas envase 2 Lt,2.59,1.992,L,1.992
3285,COCA COLA Light boteLLa 1.25 Lt,1.49,1.252,L,1.252
3286,COCA COLA zero Lata 33 cL,0.75,0.33,L,0.33
3287,MAHOU cerveza sin aLcohoL Lata 33 cL,0.54,0.329,L,0.329
3288,SAN MIGUEL cerveza 0.0% aLcohoL Lata 33 cL,0.54,0.329,L,0.329
3289,SAN MIGUEL cerveza 0.0% aLcohoL pack 6 boteLLas 25 cL,2.69,1.503,L,1.503
3290,COCA COLA cLasica pack 12 Latas 33 cL,8.76,3.964,L,3.964
3291,DISFRUTA nectar meLocoton sin azucares anadidos pack 6 unidades 200 mL,2.55,1.197,L,1.197
3292,DISFRUTA nectar Light pina pack 6 unidades 200 mL,2.55,1.197,L,1.197
3293,DIA UPS refresco de naranja boteLLa 2 Lt,0.69,1.971,L,1.971
3294,DIA refresco sin gas de Limon boteLLa 1.5 Lt,0.85,1.491,L,1.491
3295,DIA refresco sin gas de naranja boteLLa 1.5 Lt,0.85,1.491,L,1.491
3296,VIVESOY bebida de zumo de naranja y soja envase 1 Lt,1.65,1.0,L,1.0
3297,DIA cerveza especiaL Lata 33 cL,0.29,0.33,L,0.33
3298,DISFRUTA nectar Light meLocoton envase 2 Lt,2.59,1.992,L,1.992
3299,DISFRUTA nectar Light pina envase 2 Lt,2.65,1.992,L,1.992
3300,DIA OVIDA agua mineraL naturaL boteLLa 50 cL,0.2,0.5,L,0.5
3301,1906 cerveza reserva especiaL pack 6 boteLLas 33 cL,6.09,1.977,L,1.977
3302,AQUAREL agua mineraL naturaL boteLLa 1.5 Lt,0.49,1.485,L,1.485
3303,HEINEKEN cerveza pack 6 boteLLas 25 cL,3.89,1.502,L,1.502
3304,AMSTEL cerveza pack 12 Latas 33 cL,6.72,3.953,L,3.953
3305,COCA COLA cLasica pack 2 boteLLas 2 Lt,3.89,4.01,L,4.01
3306,AQUARIUS bebida refrescante de Limon boteLLa 1.5 Lt,1.89,1.5,L,1.5
3307,AQUAREL agua mineraL naturaL boteLLa 5 Lt,1.14,4.957,L,4.957
3308,AQUAREL agua mineraL naturaL boteLLa tapon sport 33 cL,0.36,0.33,L,0.33
3309,BIFRUTAS PASCUAL bebida con Leche tropicaL pack 3 unidades 330 mL,1.99,0.99,L,0.99
3310,DIA refresco sin gas de naranja y zanahoria boteLLa 1.5 Lt,1.09,1.493,L,1.493
3311,DIA TONI TONICO tonica Lata 33 cL,0.25,0.329,L,0.329
3312,SAN MIGUEL cerveza Lata 50 cL,0.89,0.5,L,0.5
3313,DIA refresco sin gas de naranja Lata 33 cL,0.37,0.33,L,0.33
3314,DIA UPSS refresco de naranja Lata 33 cL,0.32,0.33,L,0.33
3315,DIA refresco sin gas de Limon Lata 33 cL,0.37,0.33,L,0.33
3316,DIA UPS refresco de Limon Lata 33 cL,0.32,0.33,L,0.33
3317,DIA GASEOSA cero boteLLa 50 cL,0.22,0.5,L,0.5
3318,DIA refresco de coLa Light sin cafeina boteLLa 2 Lt,0.61,1.968,L,1.968
3319,BEZOYA agua mineraL naturaL boteLLa 1.5 Lt,0.63,1.5,L,1.5
3320,DIA UPS refresco de Lima Limon boteLLa 2 Lt,0.69,1.971,L,1.971
3321,BUDWEISER cerveza Lata 33 cL,0.89,0.33,L,0.33
3322,SIMON LIFE naranja boteLLa 1.5 L,1.69,1.496,L,1.496
3323,SCHWEPPES tonica Lata 33 cL,0.85,0.329,L,0.329
3324,POWERADE bebida refrescante aromatizada ice storm boteLLa 50 cL,1.35,0.5,L,0.5
3325,LANJARON agua mineraL naturaL boteLLa 1.5 Lt,0.53,1.514,L,1.514
3326,FONTER agua mineraL con gas boteLLa 1 Lt,0.95,1.0,L,1.0
3327,FONT VELLA agua mineraL naturaL boteLLa tapon sport 33 cL,0.44,0.331,L,0.331
3328,FONT VELLA agua mineraL naturaL boteLLa 50 cL,0.55,0.5,L,0.5
3329,ALHAMBRA cerveza reserva 1925 pack 4 boteLLas 33 cL,4.99,1.32,L,1.32
3330,DIA OVIDA agua mineraL naturaL boteLLa 33 cL,0.22,0.328,L,0.328
3331,DIA refresco de te aL Limon boteLLa 1.5 Lt,0.79,1.491,L,1.491
3332,DIA refresco de te meLocoton boteLLa 1.5 Lt,0.79,1.491,L,1.491
3333,DIA refresco de te aL Limon Light boteLLa 1.5 Lt,0.79,1.491,L,1.491
3334,DIA refresco sin gas de naranja Light boteLLa 1.5 Lt,0.85,1.491,L,1.491
3335,DIA bebida refrescante aromatizada naranja Lata 33 cL,0.35,0.33,L,0.33
3336,DIA ZUMOSFERA bebida de frutas con Leche tropicaL envase 1 Lt,0.7,1.0,L,1.0
3337,DIA zumo exprimido naranja envase 1 Lt,1.0,1.0,L,1.0
3338,AQUABONA agua mineraL naturaL boteLLa 1.5 Lt,0.48,1.5,L,1.5
3339,AQUAREL agua mineraL naturaL boteLLa 50 cL ,0.55,0.5,L,0.5
3340,DIA cerveza extra Lata 33 cL,0.49,0.331,L,0.331
3341,SHANDY CRUZCAMPO cerveza con Limon pack 6 boteLLa 25 cL,2.89,1.497,L,1.497
3342,BUCKLER cerveza 0.0% aLcohoL Lata 33 cL,0.65,0.33,L,0.33
3343,DIA bebida refrescante aromatizada citrico Lata 33 cL,0.35,0.33,L,0.33
3344,LA CASERA gaseosa boteLLa 50 cL,0.75,0.5,L,0.5
3345,SOLAN DE CABRAS agua mineraL naturaL boteLLa 1.5 Lt,0.72,1.5,L,1.5
3346,AMBAR cerveza especiaL pack 9 Latas 33 cL,6.19,2.976,L,2.976
3347,GEISER gaseosa boteLLa 1.5 Lt,1.65,1.5,L,1.5
3348,GREIP mosto tinto boteLLa 1 Lt,2.29,1.0,L,1.0
3349,KAS bitter Lata 33 cL,1.05,0.33,L,0.33
3350,AQUARIUS bebida refrescante de Limon boteLLa 50 cL ,1.35,0.5,L,0.5
3351,PEPSI cLasica pack 2 boteLLas 1.75 Lt,2.89,3.482,L,3.482
3352,SOLAN DE CABRAS agua mineraL naturaL boteLLa 5 Lt,2.09,4.976,L,4.976
3353,MAHOU cerveza cLasica pack 12 boteLLas 25 cL,4.99,3.006,L,3.006
3354,SAN MIGUEL cerveza pack 12 boteLLas 25 cL,5.29,3.006,L,3.006
3355,DIA EL DIABLO bebida energetica Lata 25 cL,0.45,0.25,L,0.25
3356,FONT VELLA agua mineraL naturaL boteLLa 2 Lt,0.77,1.974,L,1.974
3357,SHANDY CRUZCAMPO cerveza con Limon Lata 33 cL ,0.64,0.33,L,0.33
3358,FANTA naranja pack 2 boteLLas 2 Lt,3.19,3.988,L,3.988
3359,DIA ZUMOSFERA bebida de frutas con Leche tropicaL pack 3 unidades 330 mL,0.8,0.988,L,0.988
3360,NESTEA refresco de te aL Limon boteLLa 1.5 Lt,1.89,1.5,L,1.5
3361,DIA refresco de te aL Limon Lata 33 cL,0.35,0.33,L,0.33
3362,ESTRELLA DAMM cerveza pack 12 Latas 33 cL,8.52,3.963,L,3.963
3363,SCHWEPPES tonica boteLLa 1 Lt,1.79,1.0,L,1.0
3364,DISFRUTA nectar Light tropicaL envase 2 Lt,2.59,1.992,L,1.992
3365,COCA COLA zero pack 12 Latas 33 cL,8.76,3.964,L,3.964
3366,PULEVA batido aL cacao pack 6 unidades 200 mL,2.09,1.201,L,1.201
3367,COCA COLA zero boteLLa 1.25 Lt,1.49,1.252,L,1.252
3368,DIA ZUMOSFERA bebida de frutas con Leche meLocoton y aLbaricoque pack 3 unidades 330 mL,0.89,0.989,L,0.989
3369,COCA COLA zero pack 2 boteLLas 2 Lt,3.49,4.011,L,4.011
3370,JUVER zumo meLocoton uva manzana pack 6 unidades 200 mL,2.35,1.199,L,1.199
3371,DIA UPS refresco de Limon boteLLa 2 Lt,0.69,1.971,L,1.971
3372,COCA COLA zero boteLLa 50 cL,1.35,0.5,L,0.5
3373,DON SIMON zumo de naranja exprimida con puLpa 1 Lt,1.88,1.0,L,1.0
3374,DIA EL DIABLO bebida energetica zero Lata 25 cL,0.45,0.25,L,0.25
3375,DIA agua mineraL con gas boteLLa 1.5 Lt,0.35,1.522,L,1.522
3376,FANTA naranja zero boteLLa 2 Lt,1.69,1.988,L,1.988
3377,FANTA Limon zero boteLLa 2 Lt,1.69,1.988,L,1.988
3378,DIA HOLA COLA refresco de coLa zero Lata 33 cL,0.26,0.329,L,0.329
3379,DIA BOBBY BITTER bitter Lata 25 cL,0.45,0.25,L,0.25
3380,DISFRUTA nectar sin azucar naranja envase 2 Lt,2.65,1.992,L,1.992
3381,DISFRUTA nectar Light manzana envase 2 Lt,2.59,1.992,L,1.992
3382,VIVESOY bebida de zumo de pina y soja envase 1 Lt,1.65,1.0,L,1.0
3383,DON SIMON zumo de naranja exprimida sin puLpa envase 1 Lt,1.95,1.0,L,1.0
3384,AQUABONA agua mineraL naturaL boteLLa 5 Lt,1.06,5.048,L,5.048
3385,BIFRUTAS PASCUAL bebida con Leche tropicaL envase 1 Lt,1.99,1.0,L,1.0
3386,DIA LACTEA batido de chocoLate pack 6 unidades 200 mL,1.39,1.198,L,1.198
3387,AQUARIUS bebida refrescante de naranja boteLLa 1.5 Lt,1.89,1.5,L,1.5
3388,DIA nectar Light pina pack 6 unidades 200 mL,1.25,1.202,L,1.202
3389,SUNNY DeLight sabor fLorida boteLLa 310 mL,0.89,0.31,L,0.31
3390,ALHAMBRA cerveza Lager singuLar Lata 33 cL,0.75,0.33,L,0.33
3391,FONT VELLA agua mineraL naturaL boteLLa 6.25 Lt,1.99,6.219,L,6.219
3392,PULEVA batido fresa pack 6 unidades 200 mL,2.15,1.201,L,1.201
3393,DON SIMON Funciona bebida de frutas con Leche caribe zero pack 6 unidades 200 mL,1.35,1.195,L,1.195
3394,"DON SIMON bebida de frutas con Leche mediterraneo zero pack 6 unidadades 200 mL
",1.35,1.195,L,1.195
3395,NESTEA refresco de te aL Limon sin azucar boteLLa 1.5 Lt,1.76,1.504,L,1.504
3396,COCA COLA zero zero boteLLa 2 Lt,1.8,2.0,L,2.0
3397,AQUARIUS bebida refrescante de naranja zero boteLLa 1.5 Lt,1.55,1.505,L,1.505
3398,AQUARIUS bebida refrescante de Limon zero boteLLa 1.5 Lt,1.55,1.505,L,1.505
3399,SAN MIGUEL SeLecta cerveza extra Lata 33 cL,0.89,0.33,L,0.33
3400,MAHOU cerveza cLasica Lata 50 cL,0.89,0.5,L,0.5
3401,DIA HOLA COLA refresco de coLa zero boteLLa 2 Lt,0.53,1.963,L,1.963
3402,DIA bebida refrescante aromatizada citrico boteLLa 1.5 Lt,0.89,1.508,L,1.508
3403,DIA zumo exprimido sin puLpa naranja envase 1 Lt,1.0,1.0,L,1.0
3404,DIA nectar muLtifrutas boteLLa 1Lt,0.95,1.0,L,1.0
3405,DIA bebida refrescante aromatizada naranja boteLLa 1.5 Lt,0.89,1.508,L,1.508
3406,AMSTEL cerveza 0.0% aLcohoL Lata 33 cL,0.65,0.33,L,0.33
3407,GREIP mosto bLanco boteLLa 1 Lt,2.29,1.0,L,1.0
3408,SAN MIGUEL cerveza radLer con Limon 0.0% aLcohoL Lata 33 cL,0.65,0.33,L,0.33
3409,BIFRUTAS PASCUAL bebida con Leche tropicaL pack 6 unidades 200 mL,1.8,1.2,L,1.2
3410,COCA COLA zero zero Lata 33 cL,0.75,0.33,L,0.33
3411,DIA UPSS refresco de naranja zero boteLLa 2 Lt,0.69,1.971,L,1.971
3412,DIA TONI TONICO tonica boteLLa 1.5 Lt,0.65,1.512,L,1.512
3413,DIA UPSS refresco de Limon zero boteLLa 2 Lt,0.69,1.971,L,1.971
3414,DIA LACTEA batido de fresa pack 6 unidades 200 mL,1.15,1.198,L,1.198
3415,DIA batido vainiLLa pack 6 unidades 200 mL,1.15,1.198,L,1.198
3416,DESPERADOS cerveza con tequiLa boteLLa 33 cL,1.38,0.33,L,0.33
3417,MONSTER bebida energetica absoLuteLy zero Lata 50 cL,1.55,0.5,L,0.5
3418,MONSTER bebida energetica green Lata 50 cL,1.55,0.5,L,0.5
3419,DISFRUTA nectar 10 frutas con 10 vitaminas pack 6 unidades 200 mL,2.55,1.197,L,1.197
3420,BURN bebida energetica Lata 50 cL,1.15,0.5,L,0.5
3421,MONSTER bebida energetica rehab Lata 50 cL,1.55,0.5,L,0.5
3422,AQUARIUS bebida refrescante de Limon pack 2 boteLLas 1.5 Lt,3.49,3.009,L,3.009
3423,DIA bebida refrescante aromatizada citrico zero boteLLa 1.5 Lt,0.95,1.508,L,1.508
3424,DIA bebida refrescante aromatizada naranja zero boteLLa 1.5 Lt,0.95,1.508,L,1.508
3425,SAN PELLEGRINO agua mineraL con gas boteLLa 1 Lt,1.19,1.0,L,1.0
3426,DIA zumo meLocoton manzana uva envase 1 Lt,0.69,1.0,L,1.0
3427,DIA zumo meLocoton manzana y uva pack 6 unidades 200 mL,0.95,1.203,L,1.203
3428,DIA zumo pina manzana y uva pack 6 unidades 200 mL,0.99,1.193,L,1.193
3429,DIA zumo pina manzana uva envase 1 Lt,0.69,1.0,L,1.0
3430,AQUARIUS bebida refrescante de naranja pack 9 Latas 33 cL,7.49,2.972,L,2.972
3431,AQUARIUS bebida refrescante de Limon pack 9 Latas 33 cL,7.49,2.972,L,2.972
3432,DISFRUTA Exotico nectar pina y coco envase 1 Lt,1.49,1.0,L,1.0
3433,AMSTEL cerveza Lata 50 cL,0.99,0.5,L,0.5
3434,FANTA naranja pack 9 Latas 33 cL,4.77,2.963,L,2.963
3435,DIA ZUMOSFERA bebida de frutas con Leche caribe pack 6 unidades 200 mL,0.95,1.203,L,1.203
3436,AMSTEL cerveza cLasica Lata 33 cL,0.35,0.33,L,0.33
3437,DIA ZUMOSFERA bebida de frutas con Leche mediterraneo pack 3 unidades 330 mL,0.85,0.988,L,0.988
3438,DIA ZUMOSFERA bebida de frutas con Leche mediterraneo envase 1 Lt,0.75,1.0,L,1.0
3439,FONT VELLA Levite Limon boteLLa 1.25 Lt,1.45,1.25,L,1.25
3440,SUNNY DeLight fLorida boteLLa 1.25 Lt,1.99,1.252,L,1.252
3441,SPRITE Lata 33 cL,0.59,0.33,L,0.33
3442,FONT VELLA Levite naranja boteLLa 1.25 Lt,1.45,1.25,L,1.25
3443,DIA zumo de manzana envase 1 Lt,0.65,1.0,L,1.0
3444,GRANINI nectar pina  pack 3 unidades 200 mL,1.69,0.599,L,0.599
3445,AMSTEL cerveza radLer con Limon Lata 33 cL,0.69,0.33,L,0.33
3446,DISFRUTA exotico nectar frutos rojos envase 1 Lt,1.49,1.0,L,1.0
3447,DIA zumo naranja 100% exprimido sin puLpa boteLLa 1 Lt,1.35,1.0,L,1.0
3448,AQUARIUS bebida refrescante de Limon zero Lata 33 cL,0.85,0.329,L,0.329
3449,DISFRUTA Exotico nectar Light mango envase 1 Lt,1.39,1.0,L,1.0
3450,GRANINI nectar meLocoton pack 3 unidades 200 mL,1.69,0.599,L,0.599
3451,RED BULL bebida energetica Lata 25 cL,1.45,0.25,L,0.25
3452,DIA zumo de naranja  pack 6 unidades 200 mL,1.29,1.194,L,1.194
3453,AMBAR cerveza 1900 boteLLa 33 cL,1.35,0.33,L,0.33
3454,GRANINI nectar naranja boteLLa 1 Lt,2.49,1.0,L,1.0
3455,GRANINI nectar meLocoton boteLLa 1 Lt,2.49,1.0,L,1.0
3456,GRANINI nectar pina boteLLa 1 Lt,2.49,1.0,L,1.0
3457,RED BULL bebida energetica sin azucar Lata 25 cL,1.45,0.25,L,0.25
3458,SCHWEPPES tonica zero Lata 33 cL,0.85,0.329,L,0.329
3459,GRANINI nectar zanahoria y naranja boteLLa 1 Lt,2.49,1.0,L,1.0
3460,GRANINI nectar de muLtifrutas boteLLa 1 Lt,2.49,1.0,L,1.0
3461,RED BULL bebida energetica Lata 47.3 cL,2.39,0.473,L,0.473
3462,GRANINI nectar de pomeLo boteLLa 1 Lt ,2.49,1.0,L,1.0
3463,FANTA Limon boteLLa 50 cL,1.35,0.5,L,0.5
3464,NESTEA refresco de te aL Limon boteLLa 50 cL,1.35,0.5,L,0.5
3465,RED BULL bebida energetica maxi Lata 35.5 cL ,1.79,0.355,L,0.355
3466,RED BULL bebida energetica pack 4 Latas 25 cL,4.95,1.0,L,1.0
3467,GRANINI zumo de tomate boteLLa 1 Lt ,2.49,1.0,L,1.0
3468,PULEVA batido de vainiLLa pack 6 unidades 200 mL,2.15,1.201,L,1.201
3469,FONT VELLA agua mineraL naturaL boteLLa 1 Lt,0.65,1.0,L,1.0
3470,SCHWEPPES Limon Lata 33 cL,0.85,0.329,L,0.329
3471,BEZOYA agua mineraL naturaL boteLLa 5 Lt,1.89,4.974,L,4.974
3472,NORDIC Mixer tonica Lata 25 cL,0.55,0.25,L,0.25
3473,DON SIMON zumo concentrado pina manzana uva envase 1 Lt,1.25,1.0,L,1.0
3474,FRANZISKANER cerveza boteLLa 50 cL ,1.49,0.5,L,0.5
3475,SOLAN DE CABRAS agua mineraL naturaL boteLLa 50 cL,0.67,0.5,L,0.5
3476,DIA ZUMOSFERA bebida de frutas con Leche tropicaL pack 6 unidades 200 mL,0.9,1.2,L,1.2
3477,"VICHY CATALAN agua mineraL con gas boteLLa 1 Lt
",1.18,1.0,L,1.0
3478,AMSTEL Oro cerveza tostada Lata 33 cL,0.79,0.331,L,0.331
3479,DIA nectar Light naranja pack 6 unidades 200 mL ,1.25,1.202,L,1.202
3480,MAHOU cerveza cLasica pack 24 Latas 33 cL ,13.19,7.898,L,7.898
3481,SUREÃÂA cerveza boteLLa 1 Lt,0.89,1.0,L,1.0
3482,PAULANER cerveza de trigo aLemana boteLLa 50 cL,1.49,0.5,L,0.5
3483,SUREÃÂA cerveza Lata 33 cL,0.33,0.33,L,0.33
3484,ESTRELLA DAMM cerveza rubia nacionaL pack 12 boteLLas 25 cL,7.09,3.004,L,3.004
3485,TURIA cerveza tostada Lata 33 cL ,0.73,0.33,L,0.33
3486,CACAOLAT batido de chocoLate 0% MG boteLLa 1 Lt ,1.99,1.0,L,1.0
3487,DIA nectar Light tropicaL envase 1 Lt ,0.65,1.0,L,1.0
3488,DIA nectar pLatano boteLLa 1 Lt,0.95,1.0,L,1.0
3489,DIA HOLA COLA refresco de coLa boteLLa 50 cL,0.42,0.5,L,0.5
3490,DIA HOLA COLA refresco de coLa zero boteLLa 50 cL ,0.42,0.5,L,0.5
3491,DON SIMON Limonada boteLLa 1.5 Lt ,0.95,1.508,L,1.508
3492,DIA ZUMOSFERA bebida de frutas con Leche mediterraneo pack 6 unidades 200 mL,0.9,1.2,L,1.2
3493,DIA bebida refrescante aromatizada azuL boteLLa 50 cL ,0.49,0.5,L,0.5
3494,DON SIMON zumo meLocoton uva y manzana envase 1 Lt,1.25,1.0,L,1.0
3495,DIA refresco de te verde Lata 33 cL,0.35,0.33,L,0.33
3496,DIA EL DIABLO bebida energetica Lata 50 cL,0.77,0.5,L,0.5
3497,DIA RAMBLERS cerveza Lager Lata 50 cL,0.45,0.5,L,0.5
3498,DIA bebida hawaii sabor fresa y naranja boteLLa 1.5 Lt,1.59,1.5,L,1.5
3499,PEPSI Max zero pack 2 boteLLas 1.75 Lt,2.89,3.482,L,3.482
3500,ALHAMBRA cerveza especiaL pack 6 boteLLas 25 cL,3.29,1.502,L,1.502
3501,CRUZCAMPO cerveza especiaL Lata 33 cL ,0.69,0.33,L,0.33
3502,EL TIGRE gaseosa en poLvo eduLcorado caja 8 sobres,0.85,1.977,L,1.977
3503,AMBAR cerveza especiaL SIN GLUTEN boteLLa 33 cL ,1.0,0.33,L,0.33
3504,DIA cerveza negra boteLLa 33 cL ,0.67,0.33,L,0.33
3505,DON SIMON zumo de naranja envase 1 Lt ,1.25,1.0,L,1.0
3506,GRANINI nectar de arandanos y uva boteLLa 1 Lt ,2.49,1.0,L,1.0
3507,AMBAR cerveza especiaL Lata 50 cL,1.0,0.5,L,0.5
3508,1906 cerveza reserva especiaL Lata 33 cL ,0.92,0.33,L,0.33
3509,DON SIMON zumo de meLocoton. manzana y uva pack 6 unidades 200 mL,1.65,1.196,L,1.196
3510,DON SIMON zumo de pina. manzana y uva pack 6 unidades 200 mL ,1.65,1.196,L,1.196
3511,DON SIMON zumo de manzana envase 1 Lt,1.25,1.0,L,1.0
3512,LA COLORADA cerveza 1906 red vintage pack 6 boteLLas 33 cL,6.39,1.978,L,1.978
3513,MAHOU MAESTRA cerveza tostada dobLe LupuLo Lata 33 cL ,0.84,0.329,L,0.329
3514,FEVER-TREE tonica indian pack 4 boteLLas 20 cL,5.1,0.799,L,0.799
3515,DON SIMON zumo de naranja con puLpa boteLLa 1 Lt,2.29,1.0,L,1.0
3516,SCHWEPPES tonica boteLLa 25 cL ,0.89,0.25,L,0.25
3517,BIFRUTAS PASCUAL bebida con Leche mediterraneo pack 6 unidades 200 mL,2.19,1.197,L,1.197
3518,BIFRUTAS PASCUAL bebida con Leche mediterraneo pack 3 unidades 330 mL,2.05,0.99,L,0.99
3519,CORONA cerveza mexicana boteLLa 35.5 cL,1.09,0.355,L,0.355
3520,DIA zumo de tomate envase 1 Lt ,0.69,1.0,L,1.0
3521,CORONITA cerveza mexicana pack 6 boteLLas 21 cL,4.39,1.261,L,1.261
3522,AMSTEL cerveza radLer con Limon pack 12 Latas 33 cL ,7.49,3.963,L,3.963
3523,GUINNESS cerveza Lata 44 cL ,2.19,0.44,L,0.44
3524,MAHOU 5 ESTRELLAS cerveza SIN GLUTEN Lata 33 cL,0.89,0.33,L,0.33
3525,DIA DELICIOUS zumo exprimido 100% pina envase 1 Lt ,1.79,1.0,L,1.0
3526,DIA HOLA COLA refresco de coLa zero sin cafeina boteLLa 2 Lt,0.55,1.964,L,1.964
3527,DIA bebida de naranja y zanahoria boteLLa 1 Lt ,0.95,1.0,L,1.0
3528,ISOSTAR bebida refrescante sport aromatizada Limon Lata 400 gr ,8.49,0.4,kg,0.4
3529,DIA HOLA COLA refresco de coLa zero sin cafeina Lata 33 cL,0.28,0.329,L,0.329
3530,MAHOU MAESTRA cerveza tostada dobLe LupuLo boteLLa 33 cL,1.19,0.33,L,0.33
3531,COLACAO batido shake vaso 200 mL ,1.25,0.2,L,0.2
3532,ALHAMBRA cerveza roja reserva pack 4 boteLLas 33 cL ,4.99,1.32,L,1.32
3533,MAHOU BARRICA cerveza boteLLa 33 cL ,1.79,0.33,L,0.33
3534,TANG refresco en poLvo sabor Limon sobre 30 gr ,0.52,0.03,kg,0.03
3535,TANG refresco en poLvo sabor tropicaL sobre 30 gr ,0.52,0.03,kg,0.03
3536,TANG refresco en poLvo sabor naranja sobre 30 gr ,0.52,0.03,kg,0.03
3537,HEINEKEN cerveza 0.0% aLcohoL Lata 33 cL ,0.69,0.33,L,0.33
3538,LANJARON agua mineraL naturaL boteLLa tapon sport 33 cL,0.49,0.331,L,0.331
3539,MAHOU cerveza tostada 0.0% aLcohoL Lata 33 cL ,0.65,0.33,L,0.33
3540,SPRITE boteLLa 2 Lt ,1.45,1.986,L,1.986
3541,FONT VELLA agua mineraL naturaL boteLLa 33 cL ,0.58,0.33,L,0.33
3542,PULEVA batido de chocoLate sin Lactosa pack 6 uds 200 mL,2.55,1.203,L,1.203
3543,MONSTER bebida energetica uLtra Lata 50 cL ,1.55,0.5,L,0.5
3544,JUVER zumo de pina pack 6 unidades 200 mL,2.59,1.199,L,1.199
3545,JUVER zumo concentrado 100% pina envase 1 Lt,1.89,1.0,L,1.0
3546,COCA COLA zero zero boteLLa 500 mL,1.35,0.5,L,0.5
3547,SAN MIGUEL cerveza radLer con Limon Lata 33 cL,0.6,0.33,L,0.33
3548,AMSTEL cerveza radLer con Limon 0.0% aLcohoL Lata 33 cL,0.67,0.33,L,0.33
3549,PERRIER agua mineraL con gas boteLLa 50 cL,0.99,0.5,L,0.5
3550,DIA cerveza radLer con Limon Lata 33 cL,0.39,0.331,L,0.331
3551,DIA cerveza 0.0% aLcohoL pack 6 boteLLas 25 cL,1.75,1.496,L,1.496
3552,VICTORIA cerveza rubia especiaL pack 6 boteLLas 25 cL,2.99,1.503,L,1.503
3553,AQUARIUS bebida refrescante de naranja boteLLa 50 cL,1.35,0.5,L,0.5
3554,AQUARIUS bebida refrescante de naranja zero Lata 33 cL,0.85,0.329,L,0.329
3555,MONSTER bebida energetica green Lata 55.3 cL,1.99,0.553,L,0.553
3556,FONT VELLA agua mineraL naturaL boteLLa 75 cL,0.71,0.747,L,0.747
3557,MAHOU 5 ESTRELLAS cerveza radLer con Limon Lata 33 cL,0.75,0.33,L,0.33
3558,AMBAR cerveza ipa Lata 44 cL,1.59,0.44,L,0.44
3559,COCA COLA cLasica pack 6 Latas 20 cL,3.59,1.201,L,1.201
3560,JUVER zumo de meLocoton 100% free envase 1 Lt,1.89,1.0,L,1.0
3561,JUVER zumo de pina 100% free envase 1 Lt,1.89,1.0,L,1.0
3562,JUVER zumo de manzana 100% free envase 1 Lt,1.89,1.0,L,1.0
3563,LA VIRGEN cerveza Lager Lata 33 cL,1.39,0.33,L,0.33
3564,MAHOU MAESTRA cerveza Lager dunkeL boteLLa 33 cL,1.29,0.33,L,0.33
3565,LA VIRGEN cerveza tostada jamonera boteLLa 33 cL,2.0,0.33,L,0.33
3566,MAHOU BARRICA cerveza bourbon boteLLa 33 cL,2.39,0.33,L,0.33
3567,DON SIMON La huerta zumo de pina boteLLa 750 mL,2.1,0.75,L,0.75
3568,AQUAREL agua mineraL naturaL boteLLa tapon sport 75 cL,0.65,0.747,L,0.747
3569,EL AGUILA cerveza Lager sin fiLtrar boteLLa 33 cL,1.19,0.33,L,0.33
3570,SAN MIGUEL cerveza magna Lata 33 cL,0.75,0.33,L,0.33
3571,MAHOU cerveza tostada 0.0% aLcohoL pack 12 Latas 33 cL,7.79,3.954,L,3.954
3572,RED BULL bebida energetica sin azucar pack 4 Latas 25 cL,4.95,1.0,L,1.0
3573,COCA COLA zero zero pack 12 Latas 33 cL,8.99,3.96,L,3.96
3574,DON SIMON La huerta zumo de arandano. manzana y uva boteLLa 750 mL,2.1,0.75,L,0.75
3575,AMSTEL Oro cerveza tostada 0.0% aLcohoL Lata 33 cL,0.79,0.331,L,0.331
3576,EL AGUILA cerveza rubia 1900 Lata 33 cL,0.69,0.33,L,0.33
3577,ENJOY bebida sabor tropicaL boteLLa 1.5 Lt,1.05,1.5,L,1.5
3578,SAN BENEDETTO refresco de zumo de fruta mix zero sin gas boteLLa 400 mL,0.87,0.399,L,0.399
3579,MAHOU cerveza ipa boteLLa 33 cL,1.49,0.33,L,0.33
3580,AMBAR cerveza ambiciosa nÃÂº 10 boteLLa 33 cL,2.19,0.33,L,0.33
3581,SAN MIGUEL cerveza magna roja 0.0 % aLcohoL Lata 33 cL,0.75,0.33,L,0.33
3582,SAN MIGUEL cerveza magna pack 12 Latas 33 cL,7.89,3.965,L,3.965
3583,VALIO ProfeeL batido de chocoLate con proteinas boteLLa 250 mL,1.89,0.26,kg,0.26
3584,SCHWEPPES citrus Lata 33 cL,0.85,0.329,L,0.329
3585,SCHWEPPES tonica pink Lata 33 cL,0.85,0.329,L,0.329
3586,DANET batido de vainiLLa vaso 200 mL,1.65,0.211,kg,0.211
3587,DANET batido de chocoLate vaso 200 mL,1.65,0.211,kg,0.211
